Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,Added By,Added At,,Index
spotify:track:6SRWhUJcD2YKahCwHavz3X,Darkside,"spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:1eMmoIprPDWeFdB1FxU6ZV, spotify:artist:6064pL9Hu3Wx2bwJMeOx6o","Alan Walker, Au/Ra, Tomine Harket",spotify:album:3nzuGtN3nXARvvecier4K0,Different World,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,Alan Walker,14-12-2018,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,1,11,211680,https://p.scdn.co/mp3-preview/b5e08f76dc4dab3e678030570da21472990d761e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,0
spotify:track:3u1S1OmAUhx5DRlLrXqyp3,Rise,"spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:1INuLZXjjVbcJRyWvD1iSq","Jonas Blue, Jack & Jack",spotify:album:3KjCdhPbjbLptyJzviKu4P,Rise,"spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:1INuLZXjjVbcJRyWvD1iSq","Jonas Blue, Jack & Jack",25-05-2018,https://i.scdn.co/image/ab67616d0000b273ffe7d26c10ff0a32aeea2dc3,1,1,194407,https://p.scdn.co/mp3-preview/5ec55e481ac31fad0d3cca74594bee176500258e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,1
spotify:track:18YRKiIZO4qDEc5Ik0Cry6,FRIENDS - R3hab Remix,"spotify:artist:64KEffDW9EtZ1y2vBYgq8T, spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ","Marshmello, Anne-Marie, R3HAB",spotify:album:2KBVjOOFq54CcaHTxItDhl,FRIENDS (R3hab Remix),"spotify:artist:64KEffDW9EtZ1y2vBYgq8T, spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ","Marshmello, Anne-Marie, R3HAB",23-03-2018,https://i.scdn.co/image/ab67616d0000b2737160bee4867ee564b195d93e,1,1,157142,https://p.scdn.co/mp3-preview/e2898bbfe10408ca928589d22e2b01d9f23a31c1?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,57,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,2
spotify:track:09IStsImFySgyp0pIQdqAc,The Middle,"spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:6WY7D3jk8zTrHtmkqqo5GI, spotify:artist:4lDBihdpMlOalxy1jkUbPl","Zedd, Maren Morris, Grey",spotify:album:7nEiwcUSwycvC77kZ9ub7c,The Middle,"spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:6WY7D3jk8zTrHtmkqqo5GI, spotify:artist:4lDBihdpMlOalxy1jkUbPl","Zedd, Maren Morris, Grey",23-01-2018,https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a,1,1,184732,https://p.scdn.co/mp3-preview/0888eaf5d30f8a58b95b6a79f3e3bdf0f4a40d72?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,3
spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,"spotify:artist:3v6Ji4uoWtKRkhuDUaxi9n, spotify:artist:1OAjDaKgg00KCUYqDe68un","Dynoro, Gigi D'Agostino",spotify:album:1c79SozES9Eb3Lzf9KVaIa,In My Mind,"spotify:artist:3v6Ji4uoWtKRkhuDUaxi9n, spotify:artist:1OAjDaKgg00KCUYqDe68un","Dynoro, Gigi D'Agostino",08-06-2018,https://i.scdn.co/image/ab67616d0000b27328a8a05c3a7ba952c7615ab9,1,1,184560,https://p.scdn.co/mp3-preview/14d056cbf98e9933ae0877c1cb9cde0ed708281e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,77,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,4
spotify:track:6jreFSOTUAViWjKyzOC4Kg,REMEDY,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,Alesso,spotify:album:0LOJHhz9ybWLVMLucHYtCe,REMEDY,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,Alesso,31-08-2018,https://i.scdn.co/image/ab67616d0000b273a7479865ef51d138ace4bafc,1,1,190295,https://p.scdn.co/mp3-preview/b6d706b0bb0321fe9dfbc41a7527af96439023e6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,5
spotify:track:58kZ9spgxmlEznXGu6FPdQ,Sick Boy,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:6ZvDJs17O3woQirttKRYCG,Sick Boy,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,14-12-2018,https://i.scdn.co/image/ab67616d0000b2738e26bf4293c9da7a6439607b,1,6,193200,https://p.scdn.co/mp3-preview/9d90e9cb5268ee92aee2cbc53eeb6eff404b8458?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,6
spotify:track:59D6pNWyn8UXPpos5fbAqm,We Don't Care,"spotify:artist:1IueXOQyABrMOprrzwQJWN, spotify:artist:7gAppWoH7pcYmphCVTXkzs","Sigala, The Vamps",spotify:album:61WP4ib1ymirffKzyBICzG,We Don't Care,"spotify:artist:1IueXOQyABrMOprrzwQJWN, spotify:artist:7gAppWoH7pcYmphCVTXkzs","Sigala, The Vamps",27-07-2018,https://i.scdn.co/image/ab67616d0000b273165f762ed7da5eaff75a3379,1,1,207429,https://p.scdn.co/mp3-preview/c4d6cbfb69a353bd5b8f4046efcf8f29aaa5b538?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,49,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,7
spotify:track:1jLsirPDkUS2g4gnkYua58,Ignite,"spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:2Tg0aF5cbZktYFzgR1iAKv, spotify:artist:6pWcSL9wSJZQ9ne0TnhdWr, spotify:artist:20j1uz7iDOtIvIzCr5S8nx","Alan Walker, Julie Bergan, K-391, SEUNGRI",spotify:album:6Rg9tJW4DSAUyNp59VXzu1,Ignite,"spotify:artist:6pWcSL9wSJZQ9ne0TnhdWr, spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:2Tg0aF5cbZktYFzgR1iAKv","K-391, Alan Walker, Julie Bergan",11-05-2018,https://i.scdn.co/image/ab67616d0000b273eaee7835ad1cd0c435edd7cf,1,1,210288,https://p.scdn.co/mp3-preview/2cf5548e17b77294fd8ec8bdfc1dc3f28ad32882?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,8
spotify:track:0gn93i7HJt0calph67R5Wu,WTF (feat. Amber Van Day),"spotify:artist:5PlfkPxwCpRRWQJBxCa0By, spotify:artist:6NFRBhq9SmNn1FAiRs9AEf","HUGEL, Amber Van Day",spotify:album:6S7cBAToQ2mje6G1r2AKWS,WTF (feat. Amber Van Day),"spotify:artist:5PlfkPxwCpRRWQJBxCa0By, spotify:artist:6NFRBhq9SmNn1FAiRs9AEf","HUGEL, Amber Van Day",30-11-2018,https://i.scdn.co/image/ab67616d0000b2737906aea23909ce4932ceae2a,1,1,160686,https://p.scdn.co/mp3-preview/b5319e47ee5aa76a002e8633c228dba0c43d1644?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,62,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,9
spotify:track:0pKMDhDrQExUqF6SxUpTpb,Favela,"spotify:artist:7hssUdpvtY5oiARaUDgFZ3, spotify:artist:0NGAZxHanS9e0iNHpR8f2W","Ina Wroldsen, Alok",spotify:album:1s7ZwUeLcKAM4GqHY6PHcQ,Favela,"spotify:artist:7hssUdpvtY5oiARaUDgFZ3, spotify:artist:0NGAZxHanS9e0iNHpR8f2W","Ina Wroldsen, Alok",17-08-2018,https://i.scdn.co/image/ab67616d0000b27345ad70a90a7f5e858fd15522,1,1,185104,https://p.scdn.co/mp3-preview/232fd481db07427467969ff1727a535715dc9d87?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,10
spotify:track:5VGBgPVFO3e0lWz4WHYntQ,All For Love,"spotify:artist:49CE2ffZ6Z3zeYSDauSKck, spotify:artist:4cSYNpczcvTUpnPMFDLsIc, spotify:artist:1ZDET5tZjBIjNBb7WIqGTw","Tungevaag, Raaban, Richard Smitt",spotify:album:7HIBYcRPuix4vb4C3d6F0C,All For Love,"spotify:artist:49CE2ffZ6Z3zeYSDauSKck, spotify:artist:4cSYNpczcvTUpnPMFDLsIc","Tungevaag, Raaban",23-03-2018,https://i.scdn.co/image/ab67616d0000b2733912082a6dc09c91bc9cdaf6,1,1,180484,https://p.scdn.co/mp3-preview/ff7e2773c1763e0b038cd8c310b3ee6ee0361e78?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,11
spotify:track:0o9bHFc8Lt5tZFvTjNZTNf,Forever Young,"spotify:artist:3TVjdmhfFoYJLgBEkkZTBm, spotify:artist:1SU2pMMSbU1hqWyFXp97Br","John De Sohn, LIAMOO",spotify:album:0nLD2ahCOhs0ovmz6ZfFdE,Forever Young,"spotify:artist:3TVjdmhfFoYJLgBEkkZTBm, spotify:artist:1SU2pMMSbU1hqWyFXp97Br","John De Sohn, LIAMOO",27-07-2018,https://i.scdn.co/image/ab67616d0000b273a21da8cbcee1d0e640df539c,1,1,167911,https://p.scdn.co/mp3-preview/67c44e099b23ed1bc22cb8957056a6252bb307aa?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,12
spotify:track:4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),"spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:7Io0XduXk7aOHFHA7sLru2","Martin Garrix, Bonn",spotify:album:1GUfof1gHsqYjoHFym3aim,High On Life (feat. Bonn),"spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:7Io0XduXk7aOHFHA7sLru2","Martin Garrix, Bonn",29-07-2018,https://i.scdn.co/image/ab67616d0000b273def05abd2a12cd19243e2b6d,1,1,230761,https://p.scdn.co/mp3-preview/b4ca0dc2f6aa880784c9f66b68c9c3a74d79d137?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,13
spotify:track:5wY5vXuojS9V4e9Nh9yrwS,Sick Boy - Trobi Remix,"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:0MBLQbpbPvJ4oXM0Cj4aKR","The Chainsmokers, Trobi",spotify:album:5dqbDJW50I4Uk8OrQ3asO2,Sick Boy (Remixes),spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,09-02-2018,https://i.scdn.co/image/ab67616d0000b273e9a78c1f38c28b11c65a90b7,1,5,169186,https://p.scdn.co/mp3-preview/98b88a843552a33f4b0afd14e8bcc0eb304682ec?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,14
spotify:track:0DhkTGjEaIHaSxTfC14BFm,Lullaby,"spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ, spotify:artist:3IpvVrP3VLhruTmnququq7","R3HAB, Mike Williams",spotify:album:2Y5NgR5CQJeqAz5iYN5agm,Lullaby,"spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ, spotify:artist:3IpvVrP3VLhruTmnququq7","R3HAB, Mike Williams",26-01-2018,https://i.scdn.co/image/ab67616d0000b27342ccfede327534e3de7c476c,1,1,160183,,FALSE,60,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,15
spotify:track:49COPp81lGS9Hl9OwKlsKl,Polaroid,"spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:5pUo3fmmHT8bhCyHE52hA6, spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot","Jonas Blue, Liam Payne, Lennon Stella",spotify:album:2xZSrcBmvMw9Y8hac6xU7L,Blue,spotify:artist:1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,09-11-2018,https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6,1,8,193377,https://p.scdn.co/mp3-preview/6923358122fb3129cd9a8f68d77132012c51b424?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,16
spotify:track:43wzy7JxMEfvCh8ZFeZKYk,Right Now,"spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi, spotify:artist:3t5xRXzsuZmMDkQzgOX35S","Nick Jonas, Robin Schulz",spotify:album:4UsjjAKbtKzmgEz2pGbv6P,Right Now,"spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi, spotify:artist:3t5xRXzsuZmMDkQzgOX35S","Nick Jonas, Robin Schulz",24-08-2018,https://i.scdn.co/image/ab67616d0000b27342cf7782fb5ca489f032a5a1,1,1,201680,https://p.scdn.co/mp3-preview/a5b034bc35eed30c5f2be40963710327641e75b0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,17
spotify:track:7BponDjgX1siFT4iU3Nc0S,Solo (feat. Demi Lovato) - Wideboys Remix,"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:6S2OmqARrzebs0tKUEyXyp, spotify:artist:2fLCjXwadBsnYmn05uxFpi","Clean Bandit, Demi Lovato, Wideboys",spotify:album:7iBFgc0rtffKtDiUkabouc,Solo (feat. Demi Lovato) [Remixes],"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:4AKwRarlmsUlLjIwt38NLw","Clean Bandit, Ofenbach",10-08-2018,https://i.scdn.co/image/ab67616d0000b2735c29b44e1755d24bd9d95b73,1,1,188852,https://p.scdn.co/mp3-preview/c76b283fce080a99801c6374099ad5373084355c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,18
spotify:track:3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),"spotify:artist:4LcUpNlXFEleaLlelmkv2R, spotify:artist:4QfOh8rJ0OddhhXHD5QyWs, spotify:artist:6mU8ucezzms5I2kNH6HNlu","Kris Kross Amsterdam, The Boy Next Door, Conor Maynard",spotify:album:5so9rCf7p2L6w6o4KZahE9,Whenever (feat. Conor Maynard),"spotify:artist:4LcUpNlXFEleaLlelmkv2R, spotify:artist:4QfOh8rJ0OddhhXHD5QyWs, spotify:artist:6mU8ucezzms5I2kNH6HNlu","Kris Kross Amsterdam, The Boy Next Door, Conor Maynard",22-06-2018,https://i.scdn.co/image/ab67616d0000b273fc627bc94f61cec8636ab084,1,1,163636,https://p.scdn.co/mp3-preview/0b5e52a8ab1708182c08214be92f71e250014dd5?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,62,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,19
spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:4mHAu7NX2UNsnGXjviBD9e","David Guetta, Martin Garrix, Brooks",spotify:album:5oU1ROIHS6IOWnb87GWhqU,Like I Do,"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:4mHAu7NX2UNsnGXjviBD9e","David Guetta, Martin Garrix, Brooks",22-02-2018,https://i.scdn.co/image/ab67616d0000b273734eb0ed1bd80aeed903f30b,1,1,202500,https://p.scdn.co/mp3-preview/3574a3349b0430d0336a4f464214a3f3d08235d9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,20
spotify:track:0tp6mwUt99QnfY95T30Lqj,Blah Blah Blah,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,spotify:album:0ZHwstiHnsa3b9RepMKFfb,Blah Blah Blah,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,18-05-2018,https://i.scdn.co/image/ab67616d0000b273b7d2ae2e66dc18f7c82b45bc,1,1,183518,,FALSE,1,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,21
spotify:track:4nraNqonMyfc0U3o8VeXVu,Ocean,"spotify:artist:0NGAZxHanS9e0iNHpR8f2W, spotify:artist:7qPLO2XOUaRrRxkvLZ3AEK, spotify:artist:3TNpNnN7Y8QhtJJnQ08YeF","Alok, Zeeba, iRO",spotify:album:5WdbJyYhdrJ9iS7xUyfkzs,Ocean,"spotify:artist:0NGAZxHanS9e0iNHpR8f2W, spotify:artist:7qPLO2XOUaRrRxkvLZ3AEK, spotify:artist:3TNpNnN7Y8QhtJJnQ08YeF","Alok, Zeeba, iRO",26-04-2018,https://i.scdn.co/image/ab67616d0000b273d593b27368a31b28ac5c9d1f,1,1,174001,https://p.scdn.co/mp3-preview/d45b63e8a3156d0b76152ab5f28194ff773fe2ad?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,22
spotify:track:7IWTIkiWGWNQyYfOLdMrGD,Burn Out (feat. Dewain Whitmore),"spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:7MFJyevu6jq0shwDuVLymu, spotify:artist:1E1W3to8HhGSkkIEUMwEjd","Martin Garrix, Justin Mylo, Dewain Whitmore",spotify:album:3feYPmyPH7tqh1ZfsU0D0i,Burn Out (feat. Dewain Whitmore),"spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:7MFJyevu6jq0shwDuVLymu","Martin Garrix, Justin Mylo",14-09-2018,https://i.scdn.co/image/ab67616d0000b27379c39f2bac4e6fc1610983a2,1,1,200322,https://p.scdn.co/mp3-preview/fc710543c441a55799c7fbb86ddfb3db1dc85336?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,23
spotify:track:6J9v3Jr3G2WWb2VQPXU2gX,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:0X2BH1fck6amBIoJhDVmmJ, spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z","Clean Bandit, Ellie Goulding, Tiësto",spotify:album:767N33ltF5zDyw50TX9dAd,Mama (feat. Ellie Goulding) [Remixes],"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z","Clean Bandit, Tiësto",29-03-2019,https://i.scdn.co/image/ab67616d0000b273147024ad1869d908cfd6e153,1,1,156167,https://p.scdn.co/mp3-preview/664f3184fbe288ff83a60e3f1052b29a092c7670?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,49,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,24
spotify:track:1tfVpMI8G6EakZU4rEja4w,Sing Me to Sleep,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,Alan Walker,spotify:album:3nzuGtN3nXARvvecier4K0,Different World,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,Alan Walker,14-12-2018,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,1,9,187800,https://p.scdn.co/mp3-preview/40e5e59ced51bb4911633cc4dd229a68f00cccfd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,25
spotify:track:0m6M0TRGs7dOqZAryYcwiH,Hot2Touch,"spotify:artist:4bL2B6hmLlMWnUEZnorEtG, spotify:artist:34SBu2kvAUh84umN8Pi0iI, spotify:artist:5KPJMJR9PCfMWSfco8i4W4","Felix Jaehn, Hight, Alex Aiono",spotify:album:2S56F6bIk01HboGbJJJ1IQ,I,spotify:artist:4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,16-02-2018,https://i.scdn.co/image/ab67616d0000b2739713f1939e377cf85a2a5b16,1,5,160825,https://p.scdn.co/mp3-preview/8c821c7aaa9a33c7177ac467f2356d46345a6405?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,26
spotify:track:4XrqfMez5KkZKO9zfAvyQ7,Glad You Came,spotify:artist:09agIJMxCD2k87ys9Al0f0,VIZE,spotify:album:0Og58yatojqW6enwMYRxLk,Glad You Came,spotify:artist:09agIJMxCD2k87ys9Al0f0,VIZE,12-11-2018,https://i.scdn.co/image/ab67616d0000b273d0e5370a27b4ee38d1a287f4,1,1,198095,,FALSE,46,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,27
spotify:track:4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:5vQfv3s2Z2SRdPZKr82ABw, spotify:artist:0bdJZl7TDeiymDYzMJnVh2, spotify:artist:246dkjvS1zLTtiykXe5h60","Tiësto, Dzeko, Preme, Post Malone",spotify:album:0vRcQquqBlFvnezWldWfmt,Jackie Chan,"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:5vQfv3s2Z2SRdPZKr82ABw","Tiësto, Dzeko",18-05-2018,https://i.scdn.co/image/ab67616d0000b2738c5e26c45a7703cf16f509f7,1,1,215759,https://p.scdn.co/mp3-preview/acf119f47dad82ff7aa09fd052bf107c7fea2781?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,72,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,28
spotify:track:4QVS8YCpK71R4FsxSMCjhP,Tie Me Down (with Elley Duhé),"spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh, spotify:artist:67MNhiAICFY6Pwc2YxCO0K","Gryffin, Elley Duhé",spotify:album:69t8rpgBN1ov5kCU6LDMuR,Tie Me Down (with Elley Duhé),"spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh, spotify:artist:67MNhiAICFY6Pwc2YxCO0K","Gryffin, Elley Duhé",03-08-2018,https://i.scdn.co/image/ab67616d0000b2732ebfbbd6e66e5bb54f30fb0f,1,1,218295,https://p.scdn.co/mp3-preview/e7b535b7918ce9bf8e4cfba250ca7951eac1eb01?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,29
spotify:track:4J4zx8xGJpuGndrVc06KaT,Diamond Heart,"spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:5T8zbK3dic52T9bFu0aY8z","Alan Walker, Sophia Somajo",spotify:album:6PZBlxE1awuzcZTkUwWa4C,Diamond Heart,"spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:5T8zbK3dic52T9bFu0aY8z","Alan Walker, Sophia Somajo",28-09-2018,https://i.scdn.co/image/ab67616d0000b273a2c70cf84afd6c37d31c6fcb,1,1,239834,https://p.scdn.co/mp3-preview/f6de625d361bee227dc9bb35a3c5649430c47135?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,30
spotify:track:54l9GJGQ1UCFKe2tzt1Vxt,Only You (with Little Mix),"spotify:artist:7DMveApC7UnC2NPfPvlHSU, spotify:artist:3e7awlrlDSwF3iM0WBjGMp","Cheat Codes, Little Mix",spotify:album:4DmPCrBlJGedbs6GW7EQ1m,Only You (with Little Mix),"spotify:artist:7DMveApC7UnC2NPfPvlHSU, spotify:artist:3e7awlrlDSwF3iM0WBjGMp","Cheat Codes, Little Mix",22-06-2018,https://i.scdn.co/image/ab67616d0000b273198d0d6659372adaa801ea4d,1,1,189401,https://p.scdn.co/mp3-preview/4101a6e1fce10cc27c30f78355fda22768ceaa65?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,31
spotify:track:7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Calvin Harris, Dua Lipa",spotify:album:7GEzhoTiqcPYkOprWQu581,One Kiss (with Dua Lipa),"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Calvin Harris, Dua Lipa",06-04-2018,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,1,1,214846,https://p.scdn.co/mp3-preview/128a50f77ec0225f05a2bd1664cab327bc66bc5f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,32
spotify:track:14sOS5L36385FJ3OL8hew4,Happy Now,"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:5JYo7gm2dkyLLlWHjxS7Dy","Kygo, Sandro Cavazza",spotify:album:6nAjd2MlBY1f1mNu6BsWLO,Happy Now,"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:5JYo7gm2dkyLLlWHjxS7Dy","Kygo, Sandro Cavazza",26-10-2018,https://i.scdn.co/image/ab67616d0000b27382c80d6ec5b001d9ae49564d,1,1,211362,https://p.scdn.co/mp3-preview/5ad67eaba2beb959d366f9f39f1aa778385466ac?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,33
spotify:track:6ufrOaf4v6Qady6GiIpQ0s,Everybody Hates Me,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:6ZvDJs17O3woQirttKRYCG,Sick Boy,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,14-12-2018,https://i.scdn.co/image/ab67616d0000b2738e26bf4293c9da7a6439607b,1,7,223466,https://p.scdn.co/mp3-preview/508b701773c563f67582ae03d768ac0b81e84e5a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,59,spotify:user:6lvql4lfbafry09uhcovjqpv9,2022-05-29T12:44:42Z,,34
